"logger","sensor","depth","log_start","raw_missing_pct","rmv_pct","total_rows","flag_c","flag_t","flag_l","flag_n","flag_z","flag_.","flag_f","flag_p","flag_s","flag_X","flag_r"
"Fw4G","matric_temp","14","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,0,0,0,0,0,0
"Fw4G","matric_temp","68","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,0,0,0,0,0,0
"Fw4G","satext","14","9/14/2022 9:45",33.62,1.79,13773,0,2,0,4629,246,0,0,0,0,0,0
"Fw4G","satext","50a","9/14/2022 9:45",33.62,12.78,13773,0,2,0,4629,1760,0,0,0,0,0,0
"Fw4G","satext","50b","9/14/2022 9:45",33.62,0,13773,0,2,0,4629,0,0,0,0,0,0,0
"Fw4G","satext","68","9/14/2022 9:45",33.62,51.68,13773,0,2,0,4629,2095,0,0,0,0,5023,0
"Fw4G","vwc","14","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,0,0,0,0,0,0
"Fw4G","vwc","50a","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,1,0,0,0,0,0
"Fw4G","vwc","50b","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,0,0,0,0,0,0
"Fw4G","vwc","68","9/14/2022 9:45",0.01,36.47,13773,0,2,0,0,0,0,0,0,0,5023,0
"Fw4G","vwc_temp","14","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,0,0,0,0,0,0
"Fw4G","vwc_temp","50a","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,0,0,0,0,0,0
"Fw4G","vwc_temp","50b","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,0,0,0,0,0,0
"Fw4G","vwc_temp","68","9/14/2022 9:45",0.01,0,13773,0,2,0,0,0,0,0,0,0,0,0
"Fw4H","matric","15","9/18/2024 15:00",0.02,2.62,6405,168,1,0,0,0,0,0,0,0,0,0
"Fw4H","matric","96","9/18/2024 15:00",0.02,2.62,6405,168,1,0,0,0,0,0,0,0,0,0
"Fw4H","matric_temp","15","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw4H","matric_temp","96","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw4H","vwc","15","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,1,0,0,0,0,0
"Fw4H","vwc","48a","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw4H","vwc","48b","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw4H","vwc","96","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw4H","vwc_temp","15","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw4H","vwc_temp","48a","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw4H","vwc_temp","48b","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw4H","vwc_temp","96","9/18/2024 15:00",0.02,0,6405,0,1,0,0,0,0,0,0,0,0,0
"Fw5A","matric","14","9/14/2022 14:00",2.82,0.7,24044,168,679,0,0,0,0,0,0,0,0,0
"Fw5A","matric","62","9/14/2022 14:00",2.82,0.7,24044,168,679,0,0,0,0,0,0,0,0,0
"Fw5A","matric_temp","14","9/14/2022 14:00",2.82,0,24044,0,679,0,0,0,0,0,0,0,0,0
"Fw5A","matric_temp","62","9/14/2022 14:00",2.82,0,24044,0,679,0,0,0,0,0,0,0,0,0
"Fw5A","satext","14","9/14/2022 14:00",22.08,3.65,24044,0,679,0,4630,877,0,0,0,0,0,0
"Fw5A","satext","50a","9/14/2022 14:00",22.08,0,24044,0,679,0,4630,0,0,0,0,0,0,0
"Fw5A","satext","50b","9/14/2022 14:00",46.64,0,24044,0,679,0,10536,0,0,0,0,0,0,0
"Fw5A","satext","62","9/14/2022 14:00",22.08,0.02,24044,0,679,0,4630,6,0,0,0,0,0,0
"Fw5A","vwc","14","9/14/2022 14:00",2.82,0,24044,0,679,0,0,0,5,0,1,0,0,0
"Fw5A","vwc","50a","9/14/2022 14:00",2.82,0,24044,0,679,0,0,0,6,0,1,0,0,0
"Fw5A","vwc","50b","9/14/2022 14:00",27.39,0,24044,0,679,0,5906,0,0,0,0,0,0,0
"Fw5A","vwc","62","9/14/2022 14:00",2.82,0,24044,0,679,0,0,0,7,0,1,0,0,0
"Fw5A","vwc_temp","14","9/14/2022 14:00",2.82,0,24044,0,679,0,0,0,0,0,0,0,0,0
"Fw5A","vwc_temp","50b","9/14/2022 14:00",27.39,0,24044,0,679,0,5906,0,0,0,0,0,0,0
"Fw5A","vwc_temp","50a","9/14/2022 14:00",2.82,0,24044,0,679,0,0,0,0,0,0,0,0,0
"Fw5A","vwc_temp","62","9/14/2022 14:00",2.82,0,24044,0,679,0,0,0,0,0,0,0,0,0
"Fw5B","matric","10","9/15/2022 11:30",14.67,1.22,13774,168,2020,74,0,0,0,0,0,0,0,0
"Fw5B","matric","72","9/15/2022 11:30",14.67,1.22,13774,168,2020,74,0,0,0,0,0,0,0,0
"Fw5B","matric_temp","10","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,0,0,0,0
"Fw5B","matric_temp","72","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,0,0,0,0
"Fw5B","satext","10","9/15/2022 11:30",48.27,1.5,13774,0,2020,74,4629,207,0,0,0,0,0,0
"Fw5B","satext","50a","9/15/2022 11:30",48.27,0,13774,0,2020,74,4629,0,0,0,0,0,0,0
"Fw5B","satext","50b","9/15/2022 11:30",48.27,2.18,13774,0,2020,74,4629,300,0,0,0,0,0,0
"Fw5B","satext","70","9/15/2022 11:30",48.27,0,13774,0,2020,74,4629,0,0,0,0,0,0,0
"Fw5B","vwc","10","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,3,0,0,0
"Fw5B","vwc","50a","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,0,0,0,0
"Fw5B","vwc","50b","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,0,0,0,0
"Fw5B","vwc","70","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,1,0,0,0
"Fw5B","vwc_temp","10","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,0,0,0,0
"Fw5B","vwc_temp","50a","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,0,0,0,0
"Fw5B","vwc_temp","50b","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,0,0,0,0
"Fw5B","vwc_temp","70","9/15/2022 11:30",14.67,0,13774,0,2020,74,0,0,0,0,0,0,0,0
"Fw5C","matric","10","9/13/2022 15:15",4.16,0.7,24066,168,653,2,349,0,0,0,0,0,0,0
"Fw5C","matric","66","9/13/2022 15:15",2.71,0.7,24066,168,653,2,0,0,0,0,0,0,0,0
"Fw5C","matric_temp","10","9/13/2022 15:15",4.16,0,24066,0,653,2,349,0,0,0,0,0,0,0
"Fw5C","matric_temp","66","9/13/2022 15:15",2.71,0,24066,0,653,2,0,0,0,0,0,0,0,0
"Fw5C","satext","10","9/13/2022 15:15",23.38,5.65,24066,0,653,2,4974,1359,0,0,0,3,0,0
"Fw5C","satext","50a","9/13/2022 15:15",21.95,0,24066,0,653,2,4630,0,0,0,0,0,0,0
"Fw5C","satext","50b","9/13/2022 15:15",21.95,0,24066,0,653,2,4630,0,0,0,0,0,0,0
"Fw5C","satext","60","9/13/2022 15:15",21.95,0,24066,0,653,2,4630,0,0,0,0,0,0,0
"Fw5C","vwc","10","9/13/2022 15:15",4.14,0,24066,0,653,2,344,0,0,0,0,3,0,0
"Fw5C","vwc","50a","9/13/2022 15:15",2.71,0,24066,0,653,2,0,0,7,0,0,0,0,0
"Fw5C","vwc","50b","9/13/2022 15:15",2.71,0,24066,0,653,2,0,0,1,0,0,0,0,0
"Fw5C","vwc","60","9/13/2022 15:15",2.71,0,24066,0,653,2,0,0,8,0,0,0,0,0
"Fw5C","vwc_temp","10","9/13/2022 15:15",4.14,0,24066,0,653,2,344,0,0,0,0,3,0,0
"Fw5C","vwc_temp","50a","9/13/2022 15:15",2.71,0,24066,0,653,2,0,0,0,0,0,0,0,0
"Fw5C","vwc_temp","50b","9/13/2022 15:15",2.71,0,24066,0,653,2,0,0,0,0,0,0,0,0
"Fw5C","vwc_temp","60","9/13/2022 15:15",2.71,0,24066,0,653,2,0,0,0,0,0,0,0,0
"Fw5D","matric","15","9/15/2022 12:00",2.93,1.22,13774,168,403,0,0,0,0,0,0,0,0,0
"Fw5D","matric","100","9/15/2022 12:00",2.93,1.22,13774,168,403,0,0,0,0,0,0,0,0,0
"Fw5D","matric_temp","15","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,0,0,0,0
"Fw5D","matric_temp","100","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,0,0,0,0
"Fw5D","satext","15","9/15/2022 12:00",33.75,1.22,13774,0,403,0,4246,168,0,0,0,0,0,0
"Fw5D","satext","50a","9/15/2022 12:00",33.75,0,13774,0,403,0,4246,0,0,0,0,0,0,0
"Fw5D","satext","50b","9/15/2022 12:00",33.75,0,13774,0,403,0,4246,0,0,0,0,0,0,0
"Fw5D","satext","100","9/15/2022 12:00",33.75,0,13774,0,403,0,4246,0,0,0,0,0,0,0
"Fw5D","vwc","15","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,0,0,0,0
"Fw5D","vwc","50a","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,2,0,0,0
"Fw5D","vwc","50b","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,1,0,0,0
"Fw5D","vwc","100","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,0,0,0,0
"Fw5D","vwc_temp","15","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,0,0,0,0
"Fw5D","vwc_temp","50a","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,0,0,0,0
"Fw5D","vwc_temp","50b","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,0,0,0,0
"Fw5D","vwc_temp","100","9/15/2022 12:00",2.93,0,13774,0,403,0,0,0,0,0,0,0,0,0
"Fw5E","matric","15","9/14/2022 11:15",45.57,2.21,7615,168,3470,66,0,0,0,0,0,0,0,0
"Fw5E","matric","70","9/14/2022 11:15",45.57,2.21,7615,168,3470,66,0,0,0,0,0,0,0,0
"Fw5E","matric_temp","15","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","matric_temp","70","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","satext","15","9/14/2022 11:15",74.84,22.04,7615,0,3470,64,2229,1678,0,0,0,0,0,0
"Fw5E","satext","50a","9/14/2022 11:15",74.84,13.09,7615,0,3470,64,2229,997,0,0,0,0,0,0
"Fw5E","satext","50b","9/14/2022 11:15",74.84,12.8,7615,0,3470,64,2229,975,0,0,0,0,0,0
"Fw5E","satext","70","9/14/2022 11:15",74.84,0,7615,0,3470,64,2229,0,0,0,0,0,0,0
"Fw5E","vwc","15","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","vwc","50a","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","vwc","50b","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","vwc","70","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","vwc_temp","15","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","vwc_temp","50a","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","vwc_temp","50b","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5E","vwc_temp","70","9/14/2022 11:15",45.57,0,7615,0,3470,66,0,0,0,0,0,0,0,0
"Fw5F","matric","10","9/14/2022 10:45",7.28,0.7,24046,168,1751,0,0,0,0,0,0,0,0,0
"Fw5F","matric","58","9/14/2022 10:45",7.28,0.7,24046,168,1751,0,0,0,0,0,0,0,0,0
"Fw5F","matric_temp","10","9/14/2022 10:45",7.28,0,24046,0,1751,0,0,0,0,0,0,0,0,0
"Fw5F","matric_temp","58","9/14/2022 10:45",7.28,0,24046,0,1751,0,0,0,0,0,0,0,0,0
"Fw5F","satext","10","9/14/2022 10:45",26.54,131.19,24046,0,1751,0,4630,7501,0,0,0,0,24046,0
"Fw5F","satext","50a","9/14/2022 10:45",36.51,59.55,24046,0,1751,0,7027,14320,0,0,0,0,0,0
"Fw5F","satext","50b","9/14/2022 10:45",26.54,53.44,24046,0,1751,0,4630,12849,0,0,0,0,0,0
"Fw5F","satext","58","9/14/2022 10:45",26.54,1.14,24046,0,1751,0,4630,273,0,0,0,0,0,0
"Fw5F","vwc","10","9/14/2022 10:45",34.34,100,24046,0,1751,19,6507,0,0,0,51,12,24046,579
"Fw5F","vwc","50a","9/14/2022 10:45",17.25,0,24046,0,1751,0,2397,0,4,0,0,0,0,0
"Fw5F","vwc","50b","9/14/2022 10:45",7.28,0,24046,0,1751,0,0,0,5,0,0,0,0,0
"Fw5F","vwc","58","9/14/2022 10:45",7.28,0,24046,0,1751,0,0,0,6,0,0,0,0,0
"Fw5F","vwc_temp","10","9/14/2022 10:45",7.28,0,24046,0,1751,0,0,0,0,0,0,0,0,0
"Fw5F","vwc_temp","50a","9/14/2022 10:45",17.25,0,24046,0,1751,0,2397,0,0,0,0,0,0,0
"Fw5F","vwc_temp","50b","9/14/2022 10:45",7.28,0,24046,0,1751,0,0,0,0,0,0,0,0,0
"Fw5F","vwc_temp","58","9/14/2022 10:45",7.28,0,24046,0,1751,0,0,0,0,0,0,0,0,0
"Fw5G","matric","10","9/15/2022 15:30",12.12,1.1,15274,168,1353,2,498,0,0,0,0,0,0,0
"Fw5G","matric","92","9/15/2022 15:30",17.13,1.1,15274,168,1353,2,1263,0,0,0,0,0,0,0
"Fw5G","matric_temp","10","9/15/2022 15:30",12.12,0,15274,0,1353,2,498,0,0,0,0,0,0,0
"Fw5G","matric_temp","92","9/15/2022 15:30",17.13,0,15274,0,1353,2,1263,0,0,0,0,0,0,0
"Fw5G","satext","10","9/15/2022 15:30",41.07,0,15274,0,1353,2,4920,0,0,0,0,5,0,0
"Fw5G","satext","50a","9/15/2022 15:30",38.16,0,15274,0,1353,2,4476,0,0,0,0,0,0,0
"Fw5G","satext","50b","9/15/2022 15:30",38.16,0,15274,0,1353,2,4476,0,0,0,0,0,0,0
"Fw5G","satext","90","9/15/2022 15:30",38.16,0,15274,0,1353,2,4476,0,0,0,0,0,0,0
"Fw5G","vwc","10","9/15/2022 15:30",11.77,0,15274,0,1353,2,444,0,1,0,1,5,0,0
"Fw5G","vwc","50a","9/15/2022 15:30",8.86,0,15274,0,1353,2,0,0,0,0,0,0,0,0
"Fw5G","vwc","50b","9/15/2022 15:30",8.86,0,15274,0,1353,2,0,0,0,0,1,0,0,0
"Fw5G","vwc","90","9/15/2022 15:30",8.86,0,15274,0,1353,2,0,0,0,0,0,0,0,0
"Fw5G","vwc_temp","10","9/15/2022 15:30",11.77,0,15274,0,1353,2,444,0,0,0,0,5,0,0
"Fw5G","vwc_temp","50a","9/15/2022 15:30",8.86,0,15274,0,1353,2,0,0,0,0,0,0,0,0
"Fw5G","vwc_temp","50b","9/15/2022 15:30",8.86,0,15274,0,1353,2,0,0,0,0,0,0,0,0
"Fw5G","vwc_temp","90","9/15/2022 15:30",8.86,0,15274,0,1353,2,0,0,0,0,0,0,0,0
"Fw5H","matric","12","9/14/2022 14:30",5.91,0.7,24042,168,1422,0,0,0,0,0,0,1,0,0
"Fw5H","matric","68","9/14/2022 14:30",5.91,0.7,24042,168,1422,0,0,0,0,0,0,1,0,0
"Fw5H","matric_temp","12","9/14/2022 14:30",5.91,0,24042,0,1422,0,0,0,0,0,0,1,0,0
"Fw5H","matric_temp","68","9/14/2022 14:30",5.91,0,24042,0,1422,0,0,0,0,0,0,1,0,0
"Fw5H","satext","12","9/14/2022 14:30",30.75,4.24,24042,0,1422,0,5971,1020,0,0,0,1,0,0
"Fw5H","satext","50a","9/14/2022 14:30",30.35,12.12,24042,0,1422,0,5874,2914,0,0,0,1,0,0
"Fw5H","satext","50b","9/14/2022 14:30",30.75,3.56,24042,0,1422,0,5971,856,0,0,0,1,0,0
"Fw5H","satext","78","9/14/2022 14:30",30.75,14.25,24042,0,1422,0,5971,3425,0,0,0,1,0,0
"Fw5H","vwc","12","9/14/2022 14:30",11.49,0,24042,0,1422,0,1341,0,6,0,4,1,0,0
"Fw5H","vwc","50a","9/14/2022 14:30",11.09,0,24042,0,1422,0,1244,0,2,0,2,1,0,0
"Fw5H","vwc","50b","9/14/2022 14:30",11.49,0,24042,0,1422,0,1341,0,1,0,0,1,0,0
"Fw5H","vwc","78","9/14/2022 14:30",11.49,0,24042,0,1422,0,1341,0,3,0,0,1,0,0
"Fw5H","vwc_temp","12","9/14/2022 14:30",11.49,0,24042,0,1422,0,1341,0,0,0,0,1,0,0
"Fw5H","vwc_temp","50a","9/14/2022 14:30",11.09,0,24042,0,1422,0,1244,0,0,0,0,1,0,0
"Fw5H","vwc_temp","50b","9/14/2022 14:30",11.49,0,24042,0,1422,0,1341,0,0,0,0,1,0,0
"Fw5H","vwc_temp","78","9/14/2022 14:30",11.49,0,24042,0,1422,0,1341,0,0,0,0,1,0,0
"Fw6A","matric","15","10/23/2024 15:00",13.22,3.02,5566,168,736,0,0,0,0,0,0,0,0,0
"Fw6A","matric","77","10/23/2024 15:00",13.58,3.02,5566,168,736,0,20,0,0,0,0,0,0,0
"Fw6A","matric_temp","15","10/23/2024 15:00",13.22,0,5566,0,736,0,0,0,0,0,0,0,0,0
"Fw6A","matric_temp","77","10/23/2024 15:00",13.58,0,5566,0,736,0,20,0,0,0,0,0,0,0
"Fw6A","vwc","14","10/23/2024 15:00",13.22,0,5566,0,736,0,0,0,0,0,0,0,0,0
"Fw6A","vwc","50a","10/23/2024 15:00",13.76,0,5566,0,736,0,30,0,0,0,0,0,0,0
"Fw6A","vwc","50b","10/23/2024 15:00",13.76,0,5566,0,736,0,30,0,0,0,0,0,0,0
"Fw6A","vwc","75","10/23/2024 15:00",13.58,0,5566,0,736,0,20,0,0,0,0,0,0,0
"Fw6A","vwc_temp","14","10/23/2024 15:00",13.22,0,5566,0,736,0,0,0,0,0,0,0,0,0
"Fw6A","vwc_temp","50a","10/23/2024 15:00",13.76,0,5566,0,736,0,30,0,0,0,0,0,0,0
"Fw6A","vwc_temp","50b","10/23/2024 15:00",13.76,0,5566,0,736,0,30,0,0,0,0,0,0,0
"Fw6A","vwc_temp","75","10/23/2024 15:00",13.58,0,5566,0,736,0,20,0,0,0,0,0,0,0
"Fw6B","matric","13","10/30/2024 13:30",0.02,3.11,5399,168,1,0,0,0,0,0,0,0,0,0
"Fw6B","matric","60","10/30/2024 13:30",0.02,3.11,5399,168,1,0,0,0,0,0,0,0,0,0
"Fw6B","matric_temp","13","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw6B","matric_temp","60","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw6B","vwc","13","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw6B","vwc","50a","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,3,0,0,0
"Fw6B","vwc","50b","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw6B","vwc","65","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw6B","vwc_temp","13","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw6B","vwc_temp","50a","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw6B","vwc_temp","50b","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw6B","vwc_temp","65","10/30/2024 13:30",0.02,0,5399,0,1,0,0,0,0,0,0,0,0,0
"Fw7A","matric","17","10/24/2024 14:00",12.29,3.03,5542,168,680,17,1,0,0,0,0,2,0,0
"Fw7A","matric","92","10/24/2024 14:00",12.29,3.03,5542,168,680,17,1,0,0,0,0,2,0,0
"Fw7A","matric_temp","17","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7A","matric_temp","92","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7A","vwc","17","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,1,2,0,0
"Fw7A","vwc","51","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7A","vwc","52","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7A","vwc","92","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7A","vwc_temp","17","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7A","vwc_temp","51","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7A","vwc_temp","52","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7A","vwc_temp","92","10/24/2024 14:00",12.29,0,5542,0,680,17,1,0,0,0,0,2,0,0
"Fw7B","matric","15","10/29/2024 15:00",3.36,3.1,5414,168,182,0,0,0,0,0,0,0,0,0
"Fw7B","matric","95","10/29/2024 15:00",3.36,3.1,5414,168,182,0,0,0,0,0,0,0,0,0
"Fw7B","matric_temp","15","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Fw7B","matric_temp","95","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Fw7B","vwc","15","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,1,0,0,0
"Fw7B","vwc","45","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Fw7B","vwc","50","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Fw7B","vwc","95","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Fw7B","vwc_temp","15","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Fw7B","vwc_temp","45","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Fw7B","vwc_temp","50","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Fw7B","vwc_temp","95","10/29/2024 15:00",3.36,0,5414,0,182,0,0,0,0,0,0,0,0,0
"Cw32A","matric","15","3/30/2022 16:00",31.02,0.62,26898,168,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","matric","43","3/30/2022 16:00",34.67,0.62,26898,168,3660,0,5666,0,0,0,0,0,0,0
"Cw32A","matric_temp","15","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","matric_temp","43","3/30/2022 16:00",34.67,0,26898,0,3660,0,5666,0,0,0,0,0,0,0
"Cw32A","satext","15a","3/30/2022 16:00",100,0,26898,0,3660,0,23238,0,0,0,0,0,0,0
"Cw32A","satext","15b","3/30/2022 16:00",100,0,26898,0,3660,0,23238,0,0,0,0,0,0,0
"Cw32A","satext","43a","3/30/2022 16:00",100,0,26898,0,3660,0,23238,0,0,0,0,0,0,0
"Cw32A","satext","43b","3/30/2022 16:00",100,0,26898,0,3660,0,23238,0,0,0,0,0,0,0
"Cw32A","vwc","15a","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","vwc","15b","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","vwc","43a","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","vwc","43b","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","vwc_temp","15a","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","vwc_temp","15b","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","vwc_temp","43a","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32A","vwc_temp","43b","3/30/2022 16:00",31.02,0,26898,0,3660,0,4683,0,0,0,0,0,0,0
"Cw32B","matric","15","3/30/2022 15:00",25.02,0.63,26842,168,3351,55,3365,0,0,0,0,0,0,0
"Cw32B","matric","91","3/30/2022 15:00",23.22,0.63,26842,168,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","matric_temp","15","3/30/2022 15:00",25.02,0,26842,0,3351,55,3365,0,0,0,0,0,0,0
"Cw32B","matric_temp","91","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","satext","15","3/30/2022 15:00",86.12,0,26842,0,3351,0,19764,0,0,0,0,0,0,0
"Cw32B","satext","50a","3/30/2022 15:00",86.12,0,26842,0,3351,0,19764,0,0,0,0,0,0,0
"Cw32B","satext","50b","3/30/2022 15:00",86.12,0,26842,0,3351,0,19764,0,0,0,0,0,0,0
"Cw32B","satext","91","3/30/2022 15:00",86.12,13.6,26842,0,3351,0,19764,3650,0,0,0,0,0,0
"Cw32B","vwc","15","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","vwc","50a","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","vwc","50b","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","vwc","91","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","vwc_temp","15","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","vwc_temp","50a","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","vwc_temp","50b","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32B","vwc_temp","91","3/30/2022 15:00",23.22,0,26842,0,3351,55,2882,0,0,0,0,0,0,0
"Cw32C","matric","15","3/13/2023 16:30",27.76,0.62,26902,168,7467,7,0,0,0,0,0,0,0,0
"Cw32C","matric","79","3/13/2023 16:30",27.76,0.62,26902,168,7467,7,0,0,0,0,0,0,0,0
"Cw32C","matric_temp","15","3/13/2023 16:30",27.76,0,26902,0,7467,7,0,0,0,0,0,0,0,0
"Cw32C","matric_temp","79","3/13/2023 16:30",27.76,0,26902,0,7467,7,0,0,0,0,0,0,0,0
"Cw32C","satext","15","3/13/2023 16:30",89.64,0,26902,0,7467,0,16648,0,0,0,0,0,0,0
"Cw32C","satext","50a","3/13/2023 16:30",92.17,0,26902,0,7467,0,17328,0,0,0,0,0,0,0
"Cw32C","satext","50b","3/13/2023 16:30",89.64,0,26902,0,7467,0,16648,0,0,0,0,0,0,0
"Cw32C","satext","79","3/13/2023 16:30",89.64,0,26902,0,7467,0,16648,0,0,0,0,0,0,0
